"","ano","id_regiao","regiao","sigla_uf","pib_corrente_1_000","pib_per_capita_1_00","servicos_gov_1_000"
"11335",2012,1,"Norte","PA",321432,5456.87,49389
"11336",2012,1,"Norte","PA",63467,6106.69,8261
"11337",2012,1,"Norte","PA",440662,8545.1,60620
"11338",2012,1,"Norte","PA",121281,3851.17,32000
"11339",2012,1,"Norte","PA",929675,9495.39,313152
"11340",2012,1,"Norte","PA",295101,5734.9,65522
"11341",2012,1,"Norte","PA",141010,3398.9,17188
"11342",2012,1,"Norte","PA",344962,6509.58,124605
"11343",2012,1,"Norte","PA",568015,11478.3,121010
"11344",2012,1,"Norte","PA",286482,11084.19,16238
"11345",2012,1,"Norte","PA",196676,6952.13,80691
"11346",2012,1,"Norte","PA",48371,5914.01,9565
"11347",2012,1,"Norte","PA",4170451,17121.27,2010536
"11348",2012,1,"Norte","PA",133493,4684.29,24112
"11349",2012,1,"Norte","PA",148200,5511.36,35917
"11350",2012,1,"Norte","PA",923339,8145.7,431278
"11351",2012,1,"Norte","PA",255350,9046.31,50138
"11352",2012,1,"Norte","PA",102149,4025.73,13368
"11353",2012,1,"Norte","PA",186532,6742.3,31997
"11354",2012,1,"Norte","PA",562477,7747.94,119811
"11355",2012,1,"Norte","PA",414857,7434.17,82782
"11356",2012,1,"Norte","PA",191396,5387.8,23292
"11357",2012,1,"Norte","PA",107024,5259.17,18424
"11358",2012,1,"Norte","PA",94782,6291.55,21108
"11359",2012,1,"Norte","PA",75151,5363.35,18635
"11360",2012,1,"Norte","PA",331148,13166.41,85394
"11361",2012,1,"Norte","PA",506001,7771.96,115977
"11362",2012,1,"Norte","PA",382378,7683.97,68228
"11363",2012,1,"Norte","PA",213065,7246.61,22656
"11364",2012,1,"Norte","PA",1264242,19456.46,389183
"11365",2012,1,"Norte","PA",113213,6819.62,24059
"11366",2012,1,"Norte","PA",479964,16810.75,131639
"11367",2012,1,"Norte","PA",326519,7838.84,61841
"11368",2012,1,"Norte","PA",39353,5271.71,7758
"11369",2012,1,"Norte","PA",1709396,16917.01,529707
"11370",2012,1,"Norte","PA",19080395,114705.82,3156380
"11371",2012,1,"Norte","PA",47365,8070.3,6480
"11372",2012,1,"Norte","PA",37343,4745.63,6925
"11373",2012,1,"Norte","PA",115553,9097.96,15168
"11374",2012,1,"Norte","PA",130997,5131.91,17799
"11375",2012,1,"Norte","PA",141116,5206.64,18186
"11376",2012,1,"Norte","PA",378911,6977.34,62150
"11377",2012,1,"Norte","PA",178848,5033.85,29800
"11378",2012,1,"Norte","PA",197161,6723.31,23821
"11379",2012,1,"Norte","PA",44135,4263.44,10965
"11380",2012,1,"Norte","PA",55967,4428.1,9597
"11381",2012,1,"Norte","PA",965208,12467.97,538713
"11382",2012,1,"Norte","PA",228291,12877.45,66559
"11383",2012,1,"Norte","PA",342576,7131.66,108273
"11384",2012,1,"Norte","PA",180425,4253.61,35955
"11385",2012,1,"Norte","PA",291863,7676.36,124537
"11386",2012,1,"Norte","PA",100369,4791.35,27583
"11387",2012,1,"Norte","PA",114531,6358.6,29001
"11388",2012,1,"Norte","PA",52165,6070.66,5295
"11389",2012,1,"Norte","PA",413979,6685.81,137437
"11390",2012,1,"Norte","PA",93921,4834.33,22018
"11391",2012,1,"Norte","PA",159444,8784.81,21266
"11392",2012,1,"Norte","PA",201877,8643.82,47389
"11393",2012,1,"Norte","PA",423595,7069.46,99404
"11394",2012,1,"Norte","PA",3255042,10871.2,1373921
"11395",2012,1,"Norte","PA",30148,4825.29,5344
"11396",2012,1,"Norte","PA",162292,5857.45,32815
"11397",2012,1,"Norte","PA",88454,5176.69,15748
"11398",2012,1,"Norte","PA",144470,6121.07,40468
"11399",2012,1,"Norte","PA",188725,6246.07,27447
"11400",2012,1,"Norte","PA",732394,7330.91,120408
"11401",2012,1,"Norte","PA",93222,6139.52,21969
"11402",2012,1,"Norte","PA",258913,10243.03,74737
"11403",2012,1,"Norte","PA",28351,5201.03,4208
"11404",2012,1,"Norte","PA",94878,4491.27,22102
"11405",2012,1,"Norte","PA",78229,5884.97,11299
"11406",2012,1,"Norte","PA",395579,7448.58,86061
"11407",2012,1,"Norte","PA",131520,5550.32,18699
"11408",2012,1,"Norte","PA",52925,10107.92,10254
"11409",2012,1,"Norte","PA",74027,5856.1,14909
"11410",2012,1,"Norte","PA",137858,5876.06,30729
"11411",2012,1,"Norte","PA",508561,5950.3,117653
"11412",2012,1,"Norte","PA",40539,3837.13,8322
"11413",2012,1,"Norte","PA",346022,19995.46,53098
"11414",2012,1,"Norte","PA",435061,7512.2,128953
"11415",2012,1,"Norte","PA",133834,4751.43,19883
"11416",2012,1,"Norte","PA",155088,8963.05,24951
"11417",2012,1,"Norte","PA",473134,13535.13,177120
"11418",2012,1,"Norte","PA",2922725,29038.21,387226
"11419",2012,1,"Norte","PA",828084,17626.69,92405
"11420",2012,1,"Norte","PA",334352,7475.39,94349
"11421",2012,1,"Norte","PA",252285,5143,85453
"11422",2012,1,"Norte","PA",322765,5606.88,48538
"11423",2012,1,"Norte","PA",154595,11221.25,48732
"11424",2012,1,"Norte","PA",569966,13773.28,202320
"11425",2012,1,"Norte","AP",49451,10880.28,8734
"11426",2012,1,"Norte","AP",108186,13172.55,24171
"11427",2012,1,"Norte","AP",263375,22331.29,55829
"11428",2012,1,"Norte","AP",130566,13974.7,25204
"11429",2012,1,"Norte","AP",51805,10550.9,5151
"11430",2012,1,"Norte","AP",106821,17394.67,19929
"11431",2012,1,"Norte","AP",43609,9749.29,4772
"11432",2012,1,"Norte","AP",468851,11252.07,125623
"11433",2012,1,"Norte","AP",7450351,17928.72,3167925
"11434",2012,1,"Norte","AP",177378,9968.41,20103
"11435",2012,1,"Norte","AP",245650,11340.65,61898
"11436",2012,1,"Norte","AP",244873,13850.29,39221
"11437",2012,1,"Norte","AP",50224,12490.48,4179
"11438",2012,1,"Norte","AP",1476769,14144.35,489349
"11439",2012,1,"Norte","AP",136170,10173.31,12948
"11440",2012,1,"Norte","AP",126790,9743.31,18067
"11441",2012,1,"Norte","TO",20746,8565.66,3037
"11442",2012,1,"Norte","TO",80978,14812.19,27203
"11443",2012,1,"Norte","TO",52879,9451.09,12977
"11444",2012,1,"Norte","TO",83699,11231.81,12453
"11445",2012,1,"Norte","TO",197775,23674.26,51407
"11446",2012,1,"Norte","TO",76290,7810.21,18903
"11447",2012,1,"Norte","TO",22557,7007.6,3792
"11448",2012,1,"Norte","TO",51983,12035.93,8481
"11449",2012,1,"Norte","TO",42748,7322.44,5018
"11450",2012,1,"Norte","TO",52350,8111.23,9442
"11451",2012,1,"Norte","TO",113535,13047.02,27096
"11452",2012,1,"Norte","TO",2434281,15592.07,1176331
"11453",2012,1,"Norte","TO",44861,8699.05,6920
"11454",2012,1,"Norte","TO",230764,7181.53,68507
"11455",2012,1,"Norte","TO",72325,10794.82,16401
"11456",2012,1,"Norte","TO",120303,11355.73,22468
"11457",2012,1,"Norte","TO",137688,8395.11,45891
"11458",2012,1,"Norte","TO",27212,7777.2,4205
"11459",2012,1,"Norte","TO",64913,6947.77,14986
"11460",2012,1,"Norte","TO",61026,5845.96,7739
"11461",2012,1,"Norte","TO",56894,17779.51,7250
"11462",2012,1,"Norte","TO",38544,9164.14,5155
"11463",2012,1,"Norte","TO",46669,8658.45,11056
"11464",2012,1,"Norte","TO",46469,10461.19,7651
"11465",2012,1,"Norte","TO",44726,11217.99,5927
"11466",2012,1,"Norte","TO",26582,12742.89,7064
"11467",2012,1,"Norte","TO",68074,13011.09,11521
"11468",2012,1,"Norte","TO",57977,5763.67,11902
"11469",2012,1,"Norte","TO",15112,6973.48,2396
"11470",2012,1,"Norte","TO",276422,32455.34,70968
"11471",2012,1,"Norte","TO",102874,26568.79,39118
"11472",2012,1,"Norte","TO",24400,10325.65,5045
"11473",2012,1,"Norte","TO",23420,6230.28,3816
"11474",2012,1,"Norte","TO",42863,9035.29,7691
"11475",2012,1,"Norte","TO",20555,7824.52,3027
"11476",2012,1,"Norte","TO",13609,10118.31,1586
"11477",2012,1,"Norte","TO",40865,12466.35,6069
"11478",2012,1,"Norte","TO",406845,12844.35,155760
"11479",2012,1,"Norte","TO",39796,8483.53,12178
"11480",2012,1,"Norte","TO",30448,7331.66,6807
"11481",2012,1,"Norte","TO",47330,9260.37,10196
"11482",2012,1,"Norte","TO",67725,9377.53,19364
"11483",2012,1,"Norte","TO",24688,15507.61,3773
"11484",2012,1,"Norte","TO",54386,10024.99,11733
"11485",2012,1,"Norte","TO",306192,15567.22,76022
"11486",2012,1,"Norte","TO",66497,10306.48,17172
"11487",2012,1,"Norte","TO",58790,8228.06,8577
"11488",2012,1,"Norte","TO",70078,15244.32,8127
"11489",2012,1,"Norte","TO",59145,6062.43,8411
"11490",2012,1,"Norte","TO",37691,9921.35,10922
"11491",2012,1,"Norte","TO",106076,19987.86,28139
"11492",2012,1,"Norte","TO",69463,8125.33,14225
"11493",2012,1,"Norte","TO",259929,14150.44,57645
"11494",2012,1,"Norte","TO",79394,32458.85,40615
"11495",2012,1,"Norte","TO",40083,8058.43,6976
"11496",2012,1,"Norte","TO",107145,8768.04,15182
"11497",2012,1,"Norte","TO",349655,14765.2,161737
"11498",2012,1,"Norte","TO",1468283,18698.29,697180
"11499",2012,1,"Norte","TO",24958,14586.54,3300
"11500",2012,1,"Norte","TO",59190,8280.58,12221
"11501",2012,1,"Norte","TO",40445,6767.92,5950
"11502",2012,1,"Norte","TO",37936,10623.41,5411
"11503",2012,1,"Norte","TO",27516,11304.96,3346
"11504",2012,1,"Norte","TO",33844,9490.65,5215
"11505",2012,1,"Norte","TO",17744,8007.37,2666
"11506",2012,1,"Norte","TO",260998,24119.57,54480
"11507",2012,1,"Norte","TO",22791,6199.89,3545
"11508",2012,1,"Norte","TO",35119,12374.63,7894
"11509",2012,1,"Norte","TO",52727,31667.74,5192
"11510",2012,1,"Norte","TO",21711,5842.58,2833
"11511",2012,1,"Norte","TO",24009,8849.72,5411
"11512",2012,1,"Norte","TO",44316,9832.78,7365
"11513",2012,1,"Norte","TO",79681,34478.89,10039
"11514",2012,1,"Norte","TO",20786,6495.59,2985
"11515",2012,1,"Norte","TO",489447,24330.01,58732
"11516",2012,1,"Norte","TO",120793,9476.19,40966
"11517",2012,1,"Norte","TO",72954,10503.02,8789
"11518",2012,1,"Norte","TO",20538,9697.05,2463
"11519",2012,1,"Norte","TO",43085,7291.49,5876
"11520",2012,1,"Norte","TO",28936,8975.13,3285
"11521",2012,1,"Norte","TO",81544,9039.33,20028
"11522",2012,1,"Norte","TO",30431,7125.02,5543
"11523",2012,1,"Norte","TO",195961,18006.16,83043
"11524",2012,1,"Norte","TO",27753,7193.69,5771
"11525",2012,1,"Norte","TO",28888,7466.55,5037
"11526",2012,1,"Norte","TO",18076,7900.34,3406
"11527",2012,1,"Norte","TO",51584,20600.45,6825
"11528",2012,1,"Norte","TO",14045,13389.28,2620
"11529",2012,1,"Norte","TO",47091,9131.42,5335
"11530",2012,1,"Norte","TO",72530,9827.86,20791
"11531",2012,1,"Norte","TO",764693,16744.24,296784
"11532",2012,1,"Norte","TO",301799,29224.25,12602
"11533",2012,1,"Norte","TO",43027,9299.02,6568
"11534",2012,1,"Norte","TO",345733,29006.88,96407
"11535",2012,1,"Norte","TO",506273,47631.32,23371
"11536",2012,1,"Norte","TO",43244,8439.51,6847
"11537",2012,1,"Norte","TO",81906,9636.05,24611
"11538",2012,1,"Norte","TO",33522,7484.35,5338
"11539",2012,1,"Norte","TO",28910,9856.69,2716
"11540",2012,1,"Norte","TO",74048,10779.99,11283
"11541",2012,1,"Norte","TO",29495,6496.6,5407
"11542",2012,1,"Norte","TO",52354,7139.45,9153
"11543",2012,1,"Norte","TO",19965,6988.14,3962
"11544",2012,1,"Norte","TO",866502,17408.73,289143
"11545",2012,1,"Norte","TO",47479,6093.27,6834
"11546",2012,1,"Norte","TO",54359,14811.6,23400
"11547",2012,1,"Norte","TO",30238,12458.88,10770
"11548",2012,1,"Norte","TO",27466,7108.25,4042
"11549",2012,1,"Norte","TO",30563,7157.62,5105
"11550",2012,1,"Norte","TO",12816,7143.7,2379
"11551",2012,1,"Norte","TO",25289,9667.19,4202
"11552",2012,1,"Norte","TO",40344,6425.15,5751
"11553",2012,1,"Norte","TO",23910,5940.29,4061
"11554",2012,1,"Norte","TO",41454,12463.73,6451
"11555",2012,1,"Norte","TO",65355,9662.23,12894
"11556",2012,1,"Norte","TO",24538,8193.09,4084
"11557",2012,1,"Norte","TO",28556,13159.45,2900
"11558",2012,1,"Norte","TO",65131,14137.37,10547
"11559",2012,1,"Norte","TO",19935,7711.69,3542
"11560",2012,1,"Norte","TO",16197,6539.06,2423
"11561",2012,1,"Norte","TO",31224,6587.42,5231
"11562",2012,1,"Norte","TO",12647,8644.84,1812
"11563",2012,1,"Norte","TO",56486,5238.4,8104
"11564",2012,1,"Norte","TO",22803,7766.6,4084
"11565",2012,1,"Norte","TO",28432,6497.19,4889
"11566",2012,1,"Norte","TO",40926,9557.8,9508
"11567",2012,1,"Norte","TO",81055,15830.97,14515
"11568",2012,1,"Norte","TO",56060,6162.47,12034
"11569",2012,1,"Norte","TO",34936,19593.83,4075
"11570",2012,1,"Norte","TO",153236,9991.94,50801
"11571",2012,1,"Norte","TO",14720,7430.49,2204
"11572",2012,1,"Norte","TO",42917,16500.12,6771
"11573",2012,1,"Norte","TO",4886729,20187.26,2349916
"11574",2012,1,"Norte","TO",43215,6281.18,8657
"11575",2012,1,"Norte","TO",180524,7989.22,60508
"11576",2012,1,"Norte","TO",50327,30799.64,8071
"11577",2012,1,"Norte","TO",26538,12018.86,3768
"11578",2012,1,"Norte","TO",99233,8949.63,25800
"11579",2012,1,"Norte","TO",245287,21407.48,35663
"11580",2012,2,"Nordeste","MA",1299490,12210.73,526152
"11581",2012,2,"Nordeste","MA",23330,3830.9,5123
"11582",2012,2,"Nordeste","MA",43203,3641.18,10609
"11583",2012,2,"Nordeste","MA",140051,6482.33,23613
"11584",2012,2,"Nordeste","MA",102171,4132.14,23388
"11585",2012,2,"Nordeste","MA",39630,3482.16,6037
"11586",2012,2,"Nordeste","MA",143848,5679.87,70237
"11587",2012,2,"Nordeste","MA",125138,4012.13,25076
"11588",2012,2,"Nordeste","MA",212652,19588.4,34207
"11589",2012,2,"Nordeste","MA",29018,4408.06,7084
"11590",2012,2,"Nordeste","MA",171111,4392.76,35501
"11591",2012,2,"Nordeste","MA",110149,4243.83,20715
"11592",2012,2,"Nordeste","MA",78421,5411.32,25746
"11593",2012,2,"Nordeste","MA",56628,3643.54,11185
"11594",2012,2,"Nordeste","MA",44634,3098.11,9375
"11595",2012,2,"Nordeste","MA",174437,3995.98,45955
"11596",2012,2,"Nordeste","MA",146794,4626.48,30112
"11597",2012,2,"Nordeste","MA",149321,5183.12,37705
"11598",2012,2,"Nordeste","MA",43875,3782.62,8916
"11599",2012,2,"Nordeste","MA",753544,7446.46,399001
"11600",2012,2,"Nordeste","MA",283607,18190.46,64904
"11601",2012,2,"Nordeste","MA",61878,3548.67,15351
"11602",2012,2,"Nordeste","MA",23978,4451.05,7201
"11603",2012,2,"Nordeste","MA",2083184,23928.97,917046
"11604",2012,2,"Nordeste","MA",111130,6221.59,54889
"11605",2012,2,"Nordeste","MA",443741,5271.33,175668
"11606",2012,2,"Nordeste","MA",270422,4655.78,84840
"11607",2012,2,"Nordeste","MA",29261,4188.54,4702
"11608",2012,2,"Nordeste","MA",45710,3705.71,10815
"11609",2012,2,"Nordeste","MA",21380,3889.48,4495
"11610",2012,2,"Nordeste","MA",69568,3348.97,16587
"11611",2012,2,"Nordeste","MA",33048,5408.02,7288
"11612",2012,2,"Nordeste","MA",35768,4270.81,13310
"11613",2012,2,"Nordeste","MA",183727,4623.23,39997
"11614",2012,2,"Nordeste","MA",178860,5910.96,38314
"11615",2012,2,"Nordeste","MA",61182,3995.18,10324
"11616",2012,2,"Nordeste","MA",171511,5008.78,52958
"11617",2012,2,"Nordeste","MA",38258,7710.26,6812
"11618",2012,2,"Nordeste","MA",118908,4331.97,27835
"11619",2012,2,"Nordeste","MA",87180,3770.91,25331
"11620",2012,2,"Nordeste","MA",345258,5124.2,114291
"11621",2012,2,"Nordeste","MA",51500,3449.44,9446
"11622",2012,2,"Nordeste","MA",32748,3804.8,5414
"11623",2012,2,"Nordeste","MA",35275,3284.48,6211
"11624",2012,2,"Nordeste","MA",70557,3792.76,11437
"11625",2012,2,"Nordeste","MA",67745,4963.37,18251
"11626",2012,2,"Nordeste","MA",72530,3773.26,17987
"11627",2012,2,"Nordeste","MA",81370,3897.22,19905
"11628",2012,2,"Nordeste","MA",57777,5388.64,13755
"11629",2012,2,"Nordeste","MA",193846,8092.09,58077
"11630",2012,2,"Nordeste","MA",107454,4772.13,32505
"11631",2012,2,"Nordeste","MA",1259750,7970.12,564374
"11632",2012,2,"Nordeste","MA",41841,4033.27,7912
"11633",2012,2,"Nordeste","MA",26780,3298,5117
"11634",2012,2,"Nordeste","MA",49248,4111.17,11112
"11635",2012,2,"Nordeste","MA",94072,4716.11,17406
"11636",2012,2,"Nordeste","MA",411769,5478.06,173548
"11637",2012,2,"Nordeste","MA",92215,6604.27,25722
"11638",2012,2,"Nordeste","MA",757330,6359.9,274943
"11639",2012,2,"Nordeste","MA",244215,5148.42,93212
"11640",2012,2,"Nordeste","MA",225424,5687.5,84152
"11641",2012,2,"Nordeste","MA",68837,4592.49,11933
"11642",2012,2,"Nordeste","MA",267998,4278.46,93927
"11643",2012,2,"Nordeste","MA",137037,4218.22,38676
"11644",2012,2,"Nordeste","MA",56091,4442.89,11779
"11645",2012,2,"Nordeste","MA",156383,6861.63,75867
"11646",2012,2,"Nordeste","MA",38783,3579.04,8438
"11647",2012,2,"Nordeste","MA",83184,4695.69,29592
"11648",2012,2,"Nordeste","MA",875989,23184.12,109054
"11649",2012,2,"Nordeste","MA",44425,5407.82,10732
"11650",2012,2,"Nordeste","MA",36714,3830.76,6755
"11651",2012,2,"Nordeste","MA",87003,4901.85,18075
"11652",2012,2,"Nordeste","MA",114620,9314.18,24499
"11653",2012,2,"Nordeste","MA",67412,4442.59,18189
"11654",2012,2,"Nordeste","MA",244591,22727.26,45458
"11655",2012,2,"Nordeste","MA",70495,4017.96,19221
"11656",2012,2,"Nordeste","MA",38609,3722.43,9821
"11657",2012,2,"Nordeste","MA",198222,11904.51,52666
"11658",2012,2,"Nordeste","MA",55971,3455.67,14915
"11659",2012,2,"Nordeste","MA",26969,3614.24,6289
"11660",2012,2,"Nordeste","MA",43651,4293.81,6332
"11661",2012,2,"Nordeste","MA",148442,5861.92,58322
"11662",2012,2,"Nordeste","MA",24163,3928.98,6257
"11663",2012,2,"Nordeste","MA",435058,6744.04,163219
"11664",2012,2,"Nordeste","MA",49135,4095.57,9313
"11665",2012,2,"Nordeste","MA",97679,3626.76,22797
"11666",2012,2,"Nordeste","MA",82948,3227.8,16364
"11667",2012,2,"Nordeste","MA",133508,10228.95,23751
"11668",2012,2,"Nordeste","MA",49738,4405.88,14827
"11669",2012,2,"Nordeste","MA",4393312,17568.82,2387470
"11670",2012,2,"Nordeste","MA",48720,3718.2,8568
"11671",2012,2,"Nordeste","MA",370356,5795.24,132549
"11672",2012,2,"Nordeste","MA",158235,6297.92,49890
"11673",2012,2,"Nordeste","MA",35133,3881.71,6314
"11674",2012,2,"Nordeste","MA",60486,3844.5,9231
"11675",2012,2,"Nordeste","MA",132906,5640.93,34804
"11676",2012,2,"Nordeste","MA",64635,4120.03,16153
"11677",2012,2,"Nordeste","MA",27071,7138.99,6218
"11678",2012,2,"Nordeste","MA",231898,4902.92,84423
"11679",2012,2,"Nordeste","MA",41462,3816.13,9662
"11680",2012,2,"Nordeste","MA",70015,4481.27,14646
"11681",2012,2,"Nordeste","MA",40304,3679.03,7781
"11682",2012,2,"Nordeste","MA",40393,5216.03,10075
"11683",2012,2,"Nordeste","MA",55303,4423.9,10451
"11684",2012,2,"Nordeste","MA",38834,5464.91,8233
"11685",2012,2,"Nordeste","MA",55297,4797.99,16245
"11686",2012,2,"Nordeste","MA",104265,8990.65,18104
"11687",2012,2,"Nordeste","MA",26495,3996.84,5926
"11688",2012,2,"Nordeste","MA",71599,3917.44,17370
"11689",2012,2,"Nordeste","MA",96020,4828.29,39686
"11690",2012,2,"Nordeste","MA",43583,5622.89,6067
"11691",2012,2,"Nordeste","MA",56672,3901.96,9978
"11692",2012,2,"Nordeste","MA",77494,4949.47,20625
"11693",2012,2,"Nordeste","MA",92110,4133.08,20841
"11694",2012,2,"Nordeste","MA",103811,3222.34,27867
"11695",2012,2,"Nordeste","MA",49503,3354.97,7388
"11696",2012,2,"Nordeste","MA",34601,4222.25,5353
"11697",2012,2,"Nordeste","MA",104756,5100.84,27133
"11698",2012,2,"Nordeste","MA",252519,9832.89,48553
"11699",2012,2,"Nordeste","MA",52402,3638.51,14788
"11700",2012,2,"Nordeste","MA",122351,3857.6,20924
"11701",2012,2,"Nordeste","MA",40163,4331.7,8491
"11702",2012,2,"Nordeste","MA",72251,3955.68,21751
"11703",2012,2,"Nordeste","MA",43397,3314.01,9234
"11704",2012,2,"Nordeste","MA",37190,7387.79,6463
"11705",2012,2,"Nordeste","MA",21016,4570.59,4299
"11706",2012,2,"Nordeste","MA",97672,4968.3,25542
"11707",2012,2,"Nordeste","MA",93150,4950.59,26997
"11708",2012,2,"Nordeste","MA",51546,3778.23,10684
"11709",2012,2,"Nordeste","MA",498921,4522.45,209884
"11710",2012,2,"Nordeste","MA",76578,4028.94,15892
"11711",2012,2,"Nordeste","MA",84780,4147.12,25926
"11712",2012,2,"Nordeste","MA",131637,3909.72,29942
"11713",2012,2,"Nordeste","MA",78866,4387.05,23220
"11714",2012,2,"Nordeste","MA",100178,5426.47,32980
"11715",2012,2,"Nordeste","MA",56922,3802.13,11832
"11716",2012,2,"Nordeste","MA",101281,4951.62,26819
"11717",2012,2,"Nordeste","MA",312573,7935.15,171426
"11718",2012,2,"Nordeste","MA",88826,3787.26,16430
"11719",2012,2,"Nordeste","MA",122661,3407.63,22553
"11720",2012,2,"Nordeste","MA",46617,3354.24,10294
"11721",2012,2,"Nordeste","MA",99555,4569.88,38501
"11722",2012,2,"Nordeste","MA",162127,5129.13,48244
"11723",2012,2,"Nordeste","MA",484710,6091.92,238764
"11724",2012,2,"Nordeste","MA",100368,4623.56,28623
"11725",2012,2,"Nordeste","MA",66946,3777.54,12877
"11726",2012,2,"Nordeste","MA",101673,5305.12,28211
"11727",2012,2,"Nordeste","MA",439339,19755.34,129056
"11728",2012,2,"Nordeste","MA",25838,4322.14,4790
"11729",2012,2,"Nordeste","MA",330662,7257.1,181718
"11730",2012,2,"Nordeste","MA",63823,5364.59,13052
"11731",2012,2,"Nordeste","MA",29974,4566.43,5788
"11732",2012,2,"Nordeste","MA",93468,5284.86,15002
"11733",2012,2,"Nordeste","MA",39643,3615.78,7897
"11734",2012,2,"Nordeste","MA",49311,3435.11,7694
"11735",2012,2,"Nordeste","MA",126575,4565.69,39081
"11736",2012,2,"Nordeste","MA",216374,10768.63,44778
"11737",2012,2,"Nordeste","MA",46636,6264.9,8761
"11738",2012,2,"Nordeste","MA",222973,5509.72,89500
"11739",2012,2,"Nordeste","MA",158816,28760.67,29109
"11740",2012,2,"Nordeste","MA",31815,4390.66,6527
"11741",2012,2,"Nordeste","MA",168690,4180.04,46893
"11742",2012,2,"Nordeste","MA",785259,9973.69,489191
"11743",2012,2,"Nordeste","MA",409903,5469.53,100965
"11744",2012,2,"Nordeste","MA",147563,6406.02,59720
"11745",2012,2,"Nordeste","MA",117887,4077.16,31563
"11746",2012,2,"Nordeste","MA",148458,4386.66,45454
"11747",2012,2,"Nordeste","MA",39112,3205.15,6881
"11748",2012,2,"Nordeste","MA",43372,3000.24,6920
"11749",2012,2,"Nordeste","MA",149341,10447.79,39573
"11750",2012,2,"Nordeste","MA",61094,3393.36,13913
"11751",2012,2,"Nordeste","MA",163687,3889.62,55792
"11752",2012,2,"Nordeste","MA",165697,6126.94,68755
"11753",2012,2,"Nordeste","MA",120585,17012.61,37641
"11754",2012,2,"Nordeste","MA",188235,5586.95,63932
"11755",2012,2,"Nordeste","MA",26130,5636.39,4542
"11756",2012,2,"Nordeste","MA",51055,4751.49,10733
"11757",2012,2,"Nordeste","MA",34288,2873.58,6592
"11758",2012,2,"Nordeste","MA",75851,3778.95,18691
"11759",2012,2,"Nordeste","MA",72556,4641.79,11914
"11760",2012,2,"Nordeste","MA",62871,5777.49,11811
"11761",2012,2,"Nordeste","MA",61084,3470.29,11360
"11762",2012,2,"Nordeste","MA",149951,5984.62,69967
"11763",2012,2,"Nordeste","MA",1159754,6915.07,601787
"11764",2012,2,"Nordeste","MA",27235,3628.38,6777
"11765",2012,2,"Nordeste","MA",22677841,21813.8,10405398
"11766",2012,2,"Nordeste","MA",102249,5175.05,22051
"11767",2012,2,"Nordeste","MA",181654,4571.86,67854
"11768",2012,2,"Nordeste","MA",56593,4640.69,17322
"11769",2012,2,"Nordeste","MA",37191,8290.51,7205
"11770",2012,2,"Nordeste","MA",208102,11646.65,65947
"11771",2012,2,"Nordeste","MA",23904,4152.13,4890
"11772",2012,2,"Nordeste","MA",25392,4100.05,4928
"11773",2012,2,"Nordeste","MA",85271,4015.57,17961
"11774",2012,2,"Nordeste","MA",40191,3189.74,7540
"11775",2012,2,"Nordeste","MA",42112,4006.46,10727
"11776",2012,2,"Nordeste","MA",99978,6920.34,22238
"11777",2012,2,"Nordeste","MA",35208,3338.84,6183
"11778",2012,2,"Nordeste","MA",86578,5007.99,17786
"11779",2012,2,"Nordeste","MA",43516,4162.61,10360
"11780",2012,2,"Nordeste","MA",21429,3920.43,5072
"11781",2012,2,"Nordeste","MA",644581,80492.16,135932
"11782",2012,2,"Nordeste","MA",89242,3160.35,23027
"11783",2012,2,"Nordeste","MA",1069980,6709.56,474483
"11784",2012,2,"Nordeste","MA",102445,5297.33,38332
"11785",2012,2,"Nordeste","MA",26731,4730.26,5228
"11786",2012,2,"Nordeste","MA",172944,4331.84,48144
"11787",2012,2,"Nordeste","MA",191239,5570.12,32082
"11788",2012,2,"Nordeste","MA",96808,4085.74,15545
"11789",2012,2,"Nordeste","MA",213632,3910.6,69185
"11790",2012,2,"Nordeste","MA",96708,3814.02,29665
"11791",2012,2,"Nordeste","MA",194752,3771.86,55164
"11792",2012,2,"Nordeste","MA",239596,4767.42,82811
"11793",2012,2,"Nordeste","MA",54608,4571.2,11685
"11794",2012,2,"Nordeste","MA",157082,4972.84,48661
"11795",2012,2,"Nordeste","MA",153154,4829.98,45085
"11796",2012,2,"Nordeste","MA",298244,6042.83,126961
"11797",2012,2,"Nordeste","PI",29012,4241.47,5906
"11798",2012,2,"Nordeste","PI",18766,3707.26,3473
"11799",2012,2,"Nordeste","PI",105585,6305.83,46848
"11800",2012,2,"Nordeste","PI",29613,3994.79,5957
"11801",2012,2,"Nordeste","PI",22935,4433.54,6254
"11802",2012,2,"Nordeste","PI",51922,3756.99,11574
"11803",2012,2,"Nordeste","PI",196318,5004.03,66316
"11804",2012,2,"Nordeste","PI",49229,9509.1,8065
"11805",2012,2,"Nordeste","PI",84564,4924.22,27260
"11806",2012,2,"Nordeste","PI",30907,4644.19,9499
"11807",2012,2,"Nordeste","PI",38368,4088.27,11797
"11808",2012,2,"Nordeste","PI",127184,41455.14,14135
"11809",2012,2,"Nordeste","PI",27391,4770.32,6824
"11810",2012,2,"Nordeste","PI",11283,4620.4,1827
"11811",2012,2,"Nordeste","PI",20649,4435.91,5051
"11812",2012,2,"Nordeste","PI",28502,3755.15,4562
"11813",2012,2,"Nordeste","PI",43091,3827.6,8812
"11814",2012,2,"Nordeste","PI",364796,33375.71,47495
